caseid,StudyID,year,study,es,se,yearsafter,impactfactor,citationindex,Dynamic,Innovative industry,Industry,Study,Journals,Firm 1,Firm 2
17,US1,1976,Barton & Sherman 1984,31.4,12.19417476,2,1.13,153,0,1,Diazo microfilm,Barton & Sherman 1984,J INDUS ECON,Scott Graphics,Xidex
17,US1,1976,Barton & Sherman 1984,-6.3,2.446601942,2,1.13,153,0,1,Diazo microfilm,Barton & Sherman 1984,J INDUS ECON,Scott Graphics,Xidex
18,US1,1979,Barton & Sherman 1984,35.8,13.90291262,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,29.8,11.57281553,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,18,6.990291262,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,16.3,6.330097087,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,14,5.436893204,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,12.2,4.737864078,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,28.4,11.02912621,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,23.3,9.048543689,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,18.3,7.106796117,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,16.2,6.291262136,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,14.6,5.669902913,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,13.6,5.281553398,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,22,8.54368932,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,45.6,17.70873786,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,10.6,4.116504854,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,39.7,15.41747573,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,9.6,3.72815534,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
18,US1,1979,Barton & Sherman 1984,43.1,16.73786408,2,1.13,153,0,1,Vesticular microfilm,Barton & Sherman 1984,J INDUS ECON,Kalvar Corporation,Xidex
19,US2,1980,Schumann et al. 1992,15.8,7.09857341,4,0.3,22,0,0,Corrugating medium,Schumann et al. 1992,FTC,Weyerhaeuser Co.,Menasha Corporation
19,US2,1980,Schumann et al. 1992,-13.9,6.244947494,6,0.3,22,0,0,Corrugating medium,Schumann et al. 1992,FTC,Weyerhaeuser Co.,Menasha Corporation
20,US2,1983,Schumann et al. 1992,28,12.21873448,3,0.3,22,0,0,Titanium dioxide,Schumann et al. 1992,FTC,SCM Corp,Gulf & Western
21,US2,1985,Schumann et al. 1992,-28,12.57975035,1,0.3,22,1,0,Cement,Schumann et al. 1992,FTC,Lone Star Industries,Kaiser Cement
21,US2,1985,Schumann et al. 1992,-26,11.68119675,2,0.3,22,1,0,Cement,Schumann et al. 1992,FTC,Lone Star Industries,Kaiser Cement
22,US3,1986,Peters 2006,7.2,0.8,1,1.5,290,0,0,Airlines,Peters 2006,J L AND ECON,Northwest,Republic Airlines
23,US4,1986,Morrison 1996,2.5,1.123191995,5,1.17,89,0,0,Airlines,Morrison 1996,J TRANSP ECON POLICY,Northwest,Republic Airlines
24,US5,1986,Borenstein 1990,-2.9,5.3,0,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Northwest,Republic Airlines
24,US5,1986,Borenstein 1990,9.9,7.420242584,1,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Northwest,Republic Airlines
24,US5,1986,Borenstein 1990,6.9,4.360045871,0,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Northwest,Republic Airlines
24,US5,1986,Borenstein 1990,-1.3,4.482186966,1,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Northwest,Republic Airlines
24,US5,1986,Borenstein 1990,16.9,13.16548518,0,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Northwest,Republic Airlines
24,US5,1986,Borenstein 1990,5.7,12.74127152,1,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Northwest,Republic Airlines
24,US5,1986,Borenstein 1990,9.6,11.62497312,0,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Northwest,Republic Airlines
24,US5,1986,Borenstein 1990,2.8,11.86001686,1,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Northwest,Republic Airlines
25,US6,1986,Werden et al. 1991,5.6,2,1,0.48,119,0,0,Airlines,Werden et al. 1991,MANAG DECIS ECON,Northwest,Republic Airlines
26,US3,1986,Peters 2006,16,2.3,1,1.5,290,0,0,Airlines,Peters 2006,J L AND ECON,Ozark,Trans World Airlines Inc.
27,US4,1986,Morrison 1996,-15.3,6.13,5,1.17,89,0,0,Airlines,Morrison 1996,J TRANSP ECON POLICY,Ozark,Trans World Airlines Inc.
28,US5,1986,Borenstein 1990,1.4,7.29451849,0,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Ozark,Trans World Airlines Inc.
28,US5,1986,Borenstein 1990,5.9,6.095900262,1,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Ozark,Trans World Airlines Inc.
28,US5,1986,Borenstein 1990,-5.8,5.8,0,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Ozark,Trans World Airlines Inc.
28,US5,1986,Borenstein 1990,1,6.08276253,1,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Ozark,Trans World Airlines Inc.
28,US5,1986,Borenstein 1990,15.9,15.18189711,0,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Ozark,Trans World Airlines Inc.
28,US5,1986,Borenstein 1990,-28.1,13.41640786,1,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Ozark,Trans World Airlines Inc.
28,US5,1986,Borenstein 1990,5.4,16.82973559,0,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Ozark,Trans World Airlines Inc.
28,US5,1986,Borenstein 1990,-27.9,14.31258188,1,4.73,389,0,0,Airlines,Borenstein 1990,AM ECON REV,Ozark,Trans World Airlines Inc.
29,US6,1986,Werden et al. 1991,1.5,0.673915197,1,0.48,119,0,0,Airlines,Werden et al. 1991,MANAG DECIS ECON,Ozark,Trans World Airlines Inc.
30,US7,1995,Winston et al. 2011,53,22,1,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Burlington Northern,Santa Fe
30,US7,1995,Winston et al. 2011,-1,13,2,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Burlington Northern,Santa Fe
30,US7,1995,Winston et al. 2011,11,17,3,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Burlington Northern,Santa Fe
30,US7,1995,Winston et al. 2011,-16,13,4,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Burlington Northern,Santa Fe
30,US7,1995,Winston et al. 2011,8,8,5,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Burlington Northern,Santa Fe
30,US7,1995,Winston et al. 2011,-25,7,6,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Burlington Northern,Santa Fe
31,US8,1996,McCabe 2004,11.5,3.551615201,3,1.67,12,0,0,Law journal,McCabe 2004,CONTRIB ECON ANAL POL,Thomson,West
31,US8,1996,McCabe 2004,4.5,2.541765716,3,1.67,12,0,0,Law journal,McCabe 2004,CONTRIB ECON ANAL POL,Thomson,West
31,US8,1996,McCabe 2004,26.9,9.297135373,3,1.67,12,0,0,Law journal,McCabe 2004,CONTRIB ECON ANAL POL,Thomson,West
32,US7,1996,Winston et al. 2011,29,6,1,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Union Pacific,Southern Pacific
32,US7,1996,Winston et al. 2011,-9,6,2,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Union Pacific,Southern Pacific
32,US7,1996,Winston et al. 2011,12,5,3,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Union Pacific,Southern Pacific
32,US7,1996,Winston et al. 2011,-6,6,4,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Union Pacific,Southern Pacific
32,US7,1996,Winston et al. 2011,17,6,5,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Union Pacific,Southern Pacific
32,US7,1996,Winston et al. 2011,27,8,6,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Union Pacific,Southern Pacific
32,US7,1996,Winston et al. 2011,-20,10,7,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Union Pacific,Southern Pacific
32,US7,1996,Winston et al. 2011,8,8,8,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Union Pacific,Southern Pacific
32,US7,1996,Winston et al. 2011,11,8,9,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Union Pacific,Southern Pacific
32,US7,1996,Winston et al. 2011,-16,8,10,1.5,18,1,0,Rail,Winston et al. 2011,J L AND ECON,Union Pacific,Southern Pacific
33,US9,1996,Karikari et al. 2002,-12,4.660194175,2,1.06,18,0,0,Rail,Karikari et al. 2002,J REGUL ECON,Union Pacific,Southern Pacific
33,US9,1996,Karikari et al. 2002,-7,2.718446602,2,1.06,18,0,0,Rail,Karikari et al. 2002,J REGUL ECON,Union Pacific,Southern Pacific
33,US9,1996,Karikari et al. 2002,-17,6.601941748,2,1.06,18,0,0,Rail,Karikari et al. 2002,J REGUL ECON,Union Pacific,Southern Pacific
33,US9,1996,Karikari et al. 2002,-5,1.941747573,2,1.06,18,0,0,Rail,Karikari et al. 2002,J REGUL ECON,Union Pacific,Southern Pacific
33,US9,1996,Karikari et al. 2002,-16,6.213592233,2,1.06,18,0,0,Rail,Karikari et al. 2002,J REGUL ECON,Union Pacific,Southern Pacific
33,US9,1996,Karikari et al. 2002,-2,1.823708207,2,1.06,18,0,0,Rail,Karikari et al. 2002,J REGUL ECON,Union Pacific,Southern Pacific
33,US9,1996,Karikari et al. 2002,20,7.766990291,2,1.06,18,0,0,Rail,Karikari et al. 2002,J REGUL ECON,Union Pacific,Southern Pacific
33,US9,1996,Karikari et al. 2002,-15,6.739151971,2,1.06,18,0,0,Rail,Karikari et al. 2002,J REGUL ECON,Union Pacific,Southern Pacific
33,US9,1996,Karikari et al. 2002,-4,1.797107192,2,1.06,18,0,0,Rail,Karikari et al. 2002,J REGUL ECON,Union Pacific,Southern Pacific
33,US9,1996,Karikari et al. 2002,2,1.823708207,2,1.06,18,0,0,Rail,Karikari et al. 2002,J REGUL ECON,Union Pacific,Southern Pacific
33,US9,1996,Karikari et al. 2002,-1,0.911854103,2,1.06,18,0,0,Rail,Karikari et al. 2002,J REGUL ECON,Union Pacific,Southern Pacific
33,US9,1996,Karikari et al. 2002,-26,10.09708738,2,1.06,18,0,0,Rail,Karikari et al. 2002,J REGUL ECON,Union Pacific,Southern Pacific
33,US9,1996,Karikari et al. 2002,3,2.73556231,2,1.06,18,0,0,Rail,Karikari et al. 2002,J REGUL ECON,Union Pacific,Southern Pacific
33,US9,1996,Karikari et al. 2002,-8,4.472427269,2,1.06,18,0,0,Rail,Karikari et al. 2002,J REGUL ECON,Union Pacific,Southern Pacific
34,US10,1997,Ashenfelter & Hosken 2008,4.6,1.1,1,1.5,61,0,0,Ready-to-eat cereal,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,General Mills,Ralcorp (Chex)
34,US10,1997,Ashenfelter & Hosken 2008,13.8,1.3,1,1.5,61,0,0,Ready-to-eat cereal,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,General Mills,Ralcorp (Chex)
34,US10,1997,Ashenfelter & Hosken 2008,10.5,1.2,1,1.5,61,0,0,Ready-to-eat cereal,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,General Mills,Ralcorp (Chex)
34,US10,1997,Ashenfelter & Hosken 2008,2.9,0.9,1,1.5,61,0,0,Ready-to-eat cereal,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,General Mills,Ralcorp (Chex)
34,US10,1997,Ashenfelter & Hosken 2008,0.5,1.7,1,1.5,61,0,0,Ready-to-eat cereal,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,General Mills,Ralcorp (Chex)
34,US10,1997,Ashenfelter & Hosken 2008,0.3,1.4,1,1.5,61,0,0,Ready-to-eat cereal,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,General Mills,Ralcorp (Chex)
34,US10,1997,Ashenfelter & Hosken 2008,0.7,1.7,1,1.5,61,0,0,Ready-to-eat cereal,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,General Mills,Ralcorp (Chex)
34,US10,1997,Ashenfelter & Hosken 2008,0.8,1.7,1,1.5,61,0,0,Ready-to-eat cereal,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,General Mills,Ralcorp (Chex)
34,US10,1997,Ashenfelter & Hosken 2008,2.7,1.3,1,1.5,61,0,0,Ready-to-eat cereal,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,General Mills,Ralcorp (Chex)
34,US10,1997,Ashenfelter & Hosken 2008,9,2,1,1.5,61,0,0,Ready-to-eat cereal,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,General Mills,Ralcorp (Chex)
34,US10,1997,Ashenfelter & Hosken 2008,11,1.7,1,1.5,61,0,0,Ready-to-eat cereal,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,General Mills,Ralcorp (Chex)
35,US10,1997,Ashenfelter & Hosken 2008,-2.1,0.7,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-1.7,0.6,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-2.8,0.7,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-2.6,0.6,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-2.4,0.7,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-2.5,0.8,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-1.7,0.7,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-1,0.6,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,3.7,0.6,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,2.9,0.7,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,3,0.5,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,3.4,0.5,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,2.9,0.6,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,2.9,0.5,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,2.7,0.6,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-3.8,2,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-1.1,1.3,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-2,1.2,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-3.4,1.2,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-0.2,0.9,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-2.7,1.1,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-0.8,0.9,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-1.7,1,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,0.3,1.1,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-3.6,1.3,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-0.6,1,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-3,1.1,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
35,US10,1997,Ashenfelter & Hosken 2008,-1.1,1.4,2,1.5,61,0,0,Spirits,Ashenfelter & Hosken 2008,AM ECON J-ECON POL,Guinness,Grand Metropolitan
36,US11,1999,Tenn 2011,23.1,8.7,1,0.36,67,0,0,Hospitals,Tenn 2011,INT’L J ECON BUS,Sutter,Summit
36,US11,1999,Tenn 2011,24.8,12.1,1,0.36,67,0,0,Hospitals,Tenn 2011,INT’L J ECON BUS,Sutter,Summit
36,US11,1999,Tenn 2011,50.4,25.4,1,0.36,67,0,0,Hospitals,Tenn 2011,INT’L J ECON BUS,Sutter,Summit
36,US11,1999,Tenn 2011,7.1,9,1,0.36,67,0,0,Hospitals,Tenn 2011,INT’L J ECON BUS,Sutter,Summit
36,US11,1999,Tenn 2011,-8.7,12.5,1,0.36,67,0,0,Hospitals,Tenn 2011,INT’L J ECON BUS,Sutter,Summit
36,US11,1999,Tenn 2011,-2.4,26.4,1,0.36,67,0,0,Hospitals,Tenn 2011,INT’L J ECON BUS,Sutter,Summit
37,US12,2000,Haas-Wilson & Garmon 2011,23.1,8.970873786,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,25.6,9.941747573,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,21,8.155339806,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,25,9.708737864,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,22.3,8.660194175,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,26,10.09708738,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,17.2,6.67961165,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,24,9.32038835,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,18.1,7.029126214,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,24.9,9.669902913,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,21.3,8.27184466,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,25.1,9.747572816,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,-0.8,0.729483283,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,-0.9,0.820668693,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,0.001,0.000911854,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,-1,0.911854103,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,0.4,0.364741641,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,-1.4,1.276595745,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,55.7,21.63106796,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,62.5,24.27184466,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,56.2,21.82524272,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,62.7,24.34951456,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,58.6,22.75728155,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,64.7,25.12621359,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,11,4.27184466,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,12.1,4.699029126,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,12.3,4.776699029,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,14,5.436893204,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15.4,5.980582524,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16,6.213592233,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,35.1,13.63106796,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,34.4,13.3592233,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
